Score: 0, reachedLevel: 0, while surviving for 21 seconds.
Score: 120, reachedLevel: 0, while surviving for 45 seconds.
Score: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, reachedLevel: 0, while surviving for 7 seconds.
Score: 0, reachedLevel: 0, while surviving for 9 seconds.
Score: 0, reachedLevel: 0, while surviving for 4 seconds.
Score: 0, reachedLevel: 0, while surviving for 50 seconds.
Score: 0, reachedLevel: 0, while surviving for 10 seconds.
Score: 0, reachedLevel: 0, while surviving for 5 seconds.
Score: 0, reachedLevel: 0, while surviving for 12 seconds.
Score: 0, reachedLevel: 0, while surviving for 6 seconds.
Score: 3600, reachedLevel: 1, while surviving for 158 seconds.
Score: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, reachedLevel: 0, while surviving for 3 seconds.
Score: 0, reachedLevel: 0, while surviving for 4 seconds.
Score: 0, reachedLevel: 0, while surviving for 0 seconds.
Score: 0, reachedLevel: 0, while surviving for 0 seconds.
Score: 0, reachedLevel: 0, while surviving for 0 seconds.
Score: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, reachedLevel: 0, while surviving for 3 seconds.
Score: 40, reachedLevel: 0, while surviving for 14 seconds.
Score: 0, reachedLevel: 0, while surviving for 0 seconds.
Score: 0, reachedLevel: 0, while surviving for 1 seconds.
Score: 0, reachedLevel: 0, while surviving for 0 seconds.
Score: 0, reachedLevel: 0, while surviving for 5 seconds.
Score: 0, reachedLevel: 0, while surviving for 24 seconds.
Score: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, reachedLevel: 0, while surviving for 1 seconds.
Score: 0, reachedLevel: 0, while surviving for 1 seconds.
Score: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 180, reachedLevel: 0, while surviving for 25 seconds.
Score: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, reachedLevel: 0, while surviving for 0 seconds.
Score: 1340, reachedLevel: 1, while surviving for 127 seconds.
Score: 20200, reachedLevel: 7, while surviving for 420 seconds.
Score: 80, reachedLevel: 0, while surviving for 15 seconds.
Score: 5720, reachedLevel: 4, while surviving for 214 seconds.
Score: 660, reachedLevel: 0, while surviving for 162 seconds.
Score: 340, reachedLevel: 0, while surviving for 25 seconds.
Score: 300, reachedLevel: 0, while surviving for 56 seconds.
Score: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 1400, reachedLevel: 0, while surviving for 58 seconds.
Score: 140, reachedLevel: 0, while surviving for 20 seconds.
Score: 560, reachedLevel: 1, while surviving for 110 seconds.
Score: 0, reachedLevel: 0, while surviving for 20 seconds.
Score: 43820, reachedLevel: 9, while surviving for 534 seconds.
Score: 5800, reachedLevel: 9, while surviving for 55 seconds.
Score: 0, reachedLevel: 10, while surviving for 3 seconds.
Score: 0, reachedLevel: 0, while surviving for 7 seconds.
Score: 5800, reachedLevel: 2, while surviving for 196 seconds.
Score: 0, reachedLevel: 0, while surviving for 1 seconds.
Score: 0, reachedLevel: 0, while surviving for 41 seconds.
Score: 0, reachedLevel: 0, while surviving for 42 seconds.
Score: 0, reachedLevel: 0, while surviving for 12 seconds.
Score: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, reachedLevel: 0, while surviving for 7 seconds.
Score: 0, reachedLevel: 0, while surviving for 1 seconds.
Score: 0, reachedLevel: 0, while surviving for 7 seconds.
Score: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 1400, reachedLevel: 0, while surviving for 243 seconds.
Score: 0, reachedLevel: 0, while surviving for 1 seconds.
Score: 40, reachedLevel: 0, while surviving for 19 seconds.
Score: 40, reachedLevel: 0, while surviving for 18 seconds.
Score: 40, reachedLevel: 0, while surviving for 27 seconds.
Score: 0, reachedLevel: 0, while surviving for 5 seconds.
Score: 40, reachedLevel: 0, while surviving for 131 seconds.
Score: 4620, reachedLevel: 1, while surviving for 238 seconds.
Score: 23660, reachedLevel: 6, while surviving for 420 seconds.
Score: 0, reachedLevel: 0, while surviving for 1 seconds.
Score: 440, reachedLevel: 1, while surviving for 293 seconds.
Score: 1500, reachedLevel: 0, while surviving for 177 seconds.
Score: 6640, reachedLevel: 3, while surviving for 616 seconds.
Score: 19860, reachedLevel: 5, while surviving for 398 seconds.
Score: 0, reachedLevel: 0, while surviving for 8 seconds.
Score: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, reachedLevel: 0, while surviving for 10 seconds.
Score: 0, reachedLevel: 0, while surviving for 25 seconds.
Score: 6500, reachedLevel: 3, while surviving for 510 seconds.
Score: 12720, reachedLevel: 4, while surviving for 966 seconds.
Score: 0, reachedLevel: 0, while surviving for 24 seconds.
Score: 1580, reachedLevel: 1, while surviving for 151 seconds.
Score: 15140, reachedLevel: 4, while surviving for 352 seconds.
Score: 0, reachedLevel: 0, while surviving for 8 seconds.
Score: 0, reachedLevel: 0, while surviving for 1 seconds.
Score: 15300, reachedLevel: 6, while surviving for 410 seconds.
Score: 0, reachedLevel: 0, while surviving for 8 seconds.
Score: 0, reachedLevel: 0, while surviving for 0 seconds.
Score: 0, reachedLevel: 0, while surviving for 0 seconds.
Score: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, reachedLevel: 0, while surviving for 3 seconds.
Score: 0, reachedLevel: 0, while surviving for 6 seconds.
Score: 0, reachedLevel: 0, while surviving for 1 seconds.
Score: 0, reachedLevel: 0, while surviving for 0 seconds.
Score: 0, reachedLevel: 0, while surviving for 0 seconds.
Score: 0, reachedLevel: 0, while surviving for 14 seconds.
Score: 0, reachedLevel: 0, while surviving for 0 seconds.
Score: 0, reachedLevel: 0, while surviving for 0 seconds.
Score: 5300, reachedLevel: 2, while surviving for 141 seconds.
Score: 200, reachedLevel: 0, while surviving for 36 seconds.
Score: 120, reachedLevel: 0, while surviving for 22 seconds.
Score: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, reachedLevel: 0, while surviving for 1 seconds.
Score: 0, reachedLevel: 0, while surviving for 0 seconds.
Score: 0, reachedLevel: 0, while surviving for 9 seconds.
Score: 0, reachedLevel: 0, while surviving for 7 seconds.
Score: 0, reachedLevel: 0, while surviving for 13 seconds.
Score: 0, reachedLevel: 0, while surviving for 1 seconds.
Score: 0, reachedLevel: 0, while surviving for 1 seconds.
Score: 0, reachedLevel: 0, while surviving for 11 seconds.
Score: 0, reachedLevel: 0, while surviving for 4 seconds.
Score: 0, reachedLevel: 0, while surviving for 8 seconds.
Score: 0, reachedLevel: 0, while surviving for 12 seconds.
Score: 0, reachedLevel: 0, while surviving for 3 seconds.
Score: 0, reachedLevel: 0, while surviving for 7 seconds.
Score: 0, reachedLevel: 0, while surviving for 6 seconds.
Score: 0, reachedLevel: 0, while surviving for 12 seconds.
Score: 0, reachedLevel: 0, while surviving for 9 seconds.
Score: 0, reachedLevel: 0, while surviving for 9 seconds.
Score: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, reachedLevel: 0, while surviving for 3 seconds.
Score: 0, reachedLevel: 0, while surviving for 4 seconds.
Score: 40, reachedLevel: 0, while surviving for 14 seconds.
Score: 0, reachedLevel: 0, while surviving for 84 seconds.
Score: 0, reachedLevel: 0, while surviving for 1 seconds.
Score: 0, reachedLevel: 0, while surviving for 0 seconds.
Score: 3240, reachedLevel: 1, while surviving for 139 seconds.
Score: 0, reachedLevel: 0, while surviving for 0 seconds.
Score: 0, reachedLevel: 0, while surviving for 1 seconds.
Score: 0, reachedLevel: 0, while surviving for 28 seconds.
Score: 1600, reachedLevel: 2, while surviving for 159 seconds.
Score: 80, reachedLevel: 0, while surviving for 15 seconds.
Score: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 1880, achievedTetris: 1, reachedLevel: 1, while surviving for 121 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 1 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 37 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 6 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 3 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 5 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 9 seconds.
Score: 40, achievedTetris: 0, reachedLevel: 0, while surviving for 12 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 3 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 36 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 3 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 6 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 3 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 420, achievedTetris: 0, reachedLevel: 0, while surviving for 195 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 68 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 20 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 3 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 0 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 0 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 0 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 0 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 1 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 0 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 3 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 100, achievedTetris: 0, reachedLevel: 0, while surviving for 24 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 7 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 7 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 40, achievedTetris: 0, reachedLevel: 0, while surviving for 8 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 8 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 7 seconds.
Score: 2260, achievedTetris: 1, reachedLevel: 1, while surviving for 123 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 48120, achievedTetris: 7, reachedLevel: 9, while surviving for 543 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 4 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 1 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 2 seconds.
Score: 32300, achievedTetris: 4, reachedLevel: 8, while surviving for 394 seconds.
Score: 8420, achievedTetris: 2, reachedLevel: 3, while surviving for 239 seconds.
Score: 70260, achievedTetris: 4, reachedLevel: 12, while surviving for 544 seconds.
Score: 35260, achievedTetris: 4, reachedLevel: 9, while surviving for 516 seconds.
Score: 0, achievedTetris: 0, reachedLevel: 0, while surviving for 8 seconds.
